carat,cut,color,clarity,depth,table,price,x,y,z,L/W,color_scale,grams,ppg,clarity_scale,cut_scale
1.27,Ideal,J,VS1,61.4,59.0,5885,6.95,6.97,4.27,0.9971305595408896,7,0.254,23169.291338582676,4,5
0.31,Very Good,F,VVS1,61.4,56.0,859,4.37,4.4,2.69,0.9931818181818182,3,0.062,13854.838709677419,2,3
0.78,Ideal,E,SI1,61.6,56.0,3345,5.94,6.0,3.68,0.9900000000000001,2,0.15600000000000003,21442.307692307688,6,5
1.01,Very Good,E,SI2,62.4,58.0,4355,6.36,6.42,3.99,0.9906542056074767,2,0.202,21559.405940594057,7,3
0.4,Good,E,VVS1,59.4,61.0,1088,4.8,4.83,2.86,0.9937888198757764,2,0.08000000000000002,13599.999999999998,2,2
0.5,Premium,D,SI1,62.4,60.0,1436,5.07,5.09,3.17,0.9960707269155207,1,0.1,14360.0,6,4
1.22,Ideal,H,SI2,61.0,57.0,5602,6.93,6.88,4.2,1.007267441860465,5,0.244,22959.016393442624,7,5
0.67,Very Good,F,VS2,59.4,59.5,2309,5.7,5.76,3.4,0.9895833333333334,3,0.134,17231.34328358209,5,3
0.72,Ideal,I,VS1,61.4,58.0,2498,5.73,5.77,3.53,0.9930675909878685,6,0.144,17347.222222222223,4,5
0.52,Ideal,F,VS2,61.8,55.4,1620,5.13,5.17,3.18,0.9922630560928433,3,0.10400000000000001,15576.923076923076,5,5
0.41,Ideal,J,VS1,61.6,55.1,674,4.75,4.8,2.95,0.9895833333333334,7,0.082,8219.512195121952,4,5
0.34,Ideal,F,IF,60.7,57.0,1074,4.5,4.53,2.74,0.9933774834437086,3,0.068,15794.117647058822,1,5
0.3,Ideal,I,VS2,61.4,58.0,438,4.29,4.31,2.64,0.9953596287703017,6,0.06,7300.0,5,5
0.59,Very Good,F,SI1,63.0,56.0,1424,5.3,5.34,3.35,0.9925093632958801,3,0.118,12067.796610169493,6,3
1.05,Very Good,H,SI2,61.4,58.0,4042,6.54,6.58,4.03,0.9939209726443768,5,0.21000000000000002,19247.619047619046,7,3
0.73,Very Good,G,I1,62.5,58.0,1298,5.74,5.82,3.61,0.986254295532646,4,0.146,8890.41095890411,8,3
0.71,Very Good,D,VS2,61.9,59.0,3366,5.68,5.72,3.53,0.993006993006993,1,0.142,23704.225352112677,5,3
1.23,Ideal,G,VS2,62.4,57.0,8233,6.88,6.83,4.28,1.007320644216691,4,0.246,33467.47967479675,5,5
0.62,Premium,G,VS2,60.2,60.0,1841,5.58,5.52,3.34,1.0108695652173914,4,0.124,14846.774193548386,5,4
0.41,Premium,F,VVS2,61.6,59.0,1017,4.79,4.73,2.93,1.0126849894291754,3,0.082,12402.439024390244,3,4
1.16,Premium,H,SI1,62.8,57.0,5702,6.73,6.67,4.21,1.0089955022488757,5,0.23199999999999998,24577.586206896554,6,4
0.34,Ideal,E,VVS1,61.1,56.0,1208,4.52,4.55,2.77,0.9934065934065933,2,0.068,17764.70588235294,2,5
0.31,Ideal,I,VVS1,62.1,56.0,732,4.38,4.35,2.71,1.006896551724138,6,0.062,11806.451612903225,2,5
1.24,Premium,H,SI1,60.1,58.0,6215,7.04,7.01,4.22,1.0042796005706134,5,0.248,25060.483870967742,6,4
0.3,Good,D,SI1,63.4,55.0,515,4.22,4.26,2.69,0.9906103286384976,1,0.06,8583.333333333334,6,2
0.5,Ideal,D,VVS2,60.4,54.0,2211,5.23,5.17,3.14,1.011605415860735,1,0.1,22110.0,3,5
0.9,Good,E,VS1,62.7,58.0,5201,6.07,6.12,3.82,0.9918300653594772,2,0.18000000000000002,28894.44444444444,4,2
0.31,Ideal,E,VS1,61.9,56.0,734,4.32,4.34,2.68,0.9953917050691246,2,0.062,11838.709677419354,4,5
1.32,Ideal,H,VVS1,62.1,55.0,9572,6.98,7.03,4.35,0.9928876244665719,5,0.264,36257.57575757575,2,5
0.34,Good,D,SI1,63.1,57.0,626,4.44,4.46,2.81,0.9955156950672647,1,0.068,9205.882352941177,6,2
0.7,Very Good,E,SI1,63.3,60.0,2592,5.59,5.56,3.53,1.0053956834532374,2,0.13999999999999999,18514.285714285717,6,3
1.33,Good,G,VS1,62.8,60.0,10096,6.87,6.92,4.33,0.9927745664739884,4,0.266,37954.88721804511,4,2
1.03,Ideal,F,VS1,59.0,55.0,7613,6.62,6.67,3.92,0.9925037481259371,3,0.20600000000000002,36956.31067961165,4,5
0.31,Ideal,H,VVS2,62.4,56.0,625,4.34,4.38,2.72,0.9908675799086758,5,0.062,10080.645161290322,3,5
1.16,Good,H,SI1,64.0,58.0,5576,6.56,6.63,4.22,0.9894419306184011,5,0.23199999999999998,24034.482758620692,6,2
0.56,Ideal,G,VVS2,62.0,54.0,1949,5.28,5.32,3.29,0.9924812030075187,4,0.11200000000000002,17401.78571428571,3,5
0.31,Good,F,VS2,63.4,56.0,625,4.31,4.34,2.74,0.9930875576036866,3,0.062,10080.645161290322,5,2
1.7,Premium,H,SI1,62.5,60.0,11709,7.54,7.49,4.7,1.006675567423231,5,0.34,34438.23529411764,6,4
1.03,Premium,H,SI1,60.7,60.0,4384,6.61,6.53,3.99,1.0122511485451762,5,0.20600000000000002,21281.55339805825,6,4
0.5,Good,G,VVS2,61.2,63.3,1690,5.06,5.08,3.1,0.9960629921259841,4,0.1,16900.0,3,2
0.9,Good,D,SI1,63.6,63.0,3689,6.07,6.03,3.85,1.0066334991708126,1,0.18000000000000002,20494.44444444444,6,2
0.71,Ideal,G,SI1,61.5,55.0,3061,5.75,5.79,3.55,0.9930915371329879,4,0.142,21556.338028169015,6,5
0.41,Very Good,G,VS1,61.7,57.0,899,4.75,4.78,2.94,0.9937238493723849,4,0.082,10963.41463414634,4,3
0.25,Ideal,I,VS2,62.0,57.0,450,4.02,4.06,2.5,0.9901477832512315,6,0.05,9000.0,5,5
0.41,Ideal,E,SI1,62.9,57.0,969,4.76,4.72,2.98,1.0084745762711864,2,0.082,11817.073170731706,6,5
0.57,Ideal,E,VS1,61.6,55.0,1884,5.32,5.36,3.29,0.9925373134328358,2,0.11399999999999999,16526.315789473687,4,5
0.7,Ideal,I,VS2,62.2,55.0,2232,5.66,5.69,3.53,0.9947275922671353,6,0.13999999999999999,15942.857142857145,5,5
0.34,Ideal,H,VS1,62.5,57.0,596,4.43,4.46,2.78,0.9932735426008968,5,0.068,8764.70588235294,4,5
0.4,Ideal,E,VS2,62.3,56.0,912,4.72,4.75,2.95,0.9936842105263157,2,0.08000000000000002,11399.999999999998,5,5
1.15,Premium,H,SI1,62.0,58.0,5433,6.77,6.71,4.18,1.0089418777943369,5,0.22999999999999998,23621.739130434784,6,4
0.7,Very Good,F,SI1,61.1,59.0,2264,5.68,5.78,3.5,0.9826989619377162,3,0.13999999999999999,16171.428571428572,6,3
1.3,Premium,F,SI1,61.4,59.0,8164,7.01,6.97,4.29,1.005738880918221,3,0.26,31400.0,6,4
0.3,Ideal,I,SI1,61.9,57.0,422,4.28,4.31,2.66,0.9930394431554526,6,0.06,7033.333333333334,6,5
0.9,Premium,G,VS2,61.3,59.0,4194,6.21,6.15,3.79,1.0097560975609756,4,0.18000000000000002,23299.999999999996,5,4
0.96,Premium,D,SI2,59.1,58.0,4388,6.53,6.44,3.83,1.013975155279503,1,0.192,22854.166666666668,7,4
1.47,Premium,H,SI2,59.1,56.0,7573,7.51,7.46,4.42,1.0067024128686326,5,0.294,25758.503401360547,7,4
0.41,Ideal,G,IF,62.1,57.0,1336,4.77,4.76,2.96,1.0021008403361344,4,0.082,16292.682926829268,1,5
0.86,Very Good,E,VS2,62.3,56.0,4665,6.05,6.08,3.78,0.9950657894736842,2,0.17200000000000001,27122.093023255813,5,3
0.3,Ideal,E,VVS1,61.6,56.0,838,4.31,4.32,2.66,0.997685185185185,2,0.06,13966.666666666668,2,5
0.32,Ideal,F,VS2,61.7,55.0,828,4.41,4.4,2.72,1.0022727272727272,3,0.064,12937.5,5,5
0.57,Ideal,D,SI1,61.4,55.0,1810,5.35,5.34,3.28,1.0018726591760299,1,0.11399999999999999,15877.192982456141,6,5
1.52,Good,H,SI1,63.8,60.0,9898,7.24,7.3,4.64,0.9917808219178083,5,0.30400000000000005,32559.210526315783,6,2
0.3,Very Good,H,VVS2,62.9,57.0,605,4.28,4.31,2.7,0.9930394431554526,5,0.06,10083.333333333334,3,3
0.6,Ideal,I,SI2,61.9,55.0,1182,5.43,5.46,3.37,0.9945054945054944,6,0.12,9850.0,7,5
1.13,Ideal,H,I1,62.2,55.0,3678,6.65,6.69,4.15,0.9940209267563528,5,0.22599999999999998,16274.336283185843,8,5
1.51,Premium,G,SI1,62.2,58.0,10497,7.26,7.3,4.53,0.9945205479452055,4,0.30200000000000005,34758.27814569536,6,4
1.09,Very Good,I,VS2,62.0,56.0,4959,6.57,6.59,4.08,0.9969650986342945,6,0.21800000000000003,22747.706422018346,5,3
0.32,Premium,G,SI1,60.5,59.0,612,4.43,4.39,2.67,1.0091116173120729,4,0.064,9562.5,6,4
0.4,Ideal,I,VS2,62.6,54.0,667,4.74,4.75,2.97,0.9978947368421053,6,0.08000000000000002,8337.499999999998,5,5
0.25,Very Good,D,VVS2,58.8,59.0,575,4.11,4.16,2.43,0.9879807692307693,1,0.05,11500.0,3,3
0.35,Ideal,D,SI2,61.8,57.0,669,4.57,4.53,2.81,1.0088300220750552,1,0.06999999999999999,9557.142857142859,7,5
0.23,Good,G,VVS2,63.8,56.0,428,3.94,3.9,2.5,1.0102564102564102,4,0.046000000000000006,9304.347826086956,3,2
0.43,Ideal,F,VS2,61.1,56.0,905,4.88,4.91,2.99,0.9938900203665987,3,0.08600000000000001,10523.255813953487,5,5
0.5,Very Good,H,VS2,62.9,58.0,1337,5.08,5.1,3.2,0.9960784313725491,5,0.1,13370.0,5,3
0.29,Very Good,G,VS2,62.5,56.0,471,4.21,4.24,2.64,0.9929245283018867,4,0.057999999999999996,8120.689655172414,5,3
0.3,Very Good,G,VVS1,59.8,62.0,737,4.33,4.36,2.6,0.9931192660550459,4,0.06,12283.333333333334,2,3
0.79,Ideal,I,SI1,61.2,55.0,2507,5.95,5.98,3.65,0.9949832775919732,6,0.15800000000000003,15867.088607594933,6,5
0.24,Very Good,E,VS1,62.4,56.0,461,3.96,3.97,2.47,0.9974811083123425,2,0.048,9604.166666666666,4,3
0.59,Very Good,I,VS2,63.4,56.0,1391,5.37,5.33,3.39,1.0075046904315197,6,0.118,11788.135593220339,5,3
0.72,Very Good,J,VS1,62.3,57.0,2136,5.73,5.77,3.58,0.9930675909878685,7,0.144,14833.333333333334,4,3
0.32,Ideal,D,SI1,61.5,56.0,756,4.42,4.39,2.71,1.0068337129840548,1,0.064,11812.5,6,5
0.74,Very Good,E,VS2,62.8,58.0,3323,5.73,5.76,3.61,0.9947916666666667,2,0.148,22452.702702702703,5,3
0.51,Premium,F,SI2,62.1,56.0,1068,5.16,5.11,3.19,1.009784735812133,3,0.10200000000000001,10470.588235294117,7,4
1.07,Ideal,F,SI2,62.0,57.0,4678,6.49,6.6,4.06,0.9833333333333334,3,0.21400000000000002,21859.813084112146,7,5
0.34,Ideal,E,SI2,62.4,57.0,477,4.47,4.5,2.8,0.9933333333333333,2,0.068,7014.7058823529405,7,5
1.01,Fair,G,SI1,64.2,59.0,4004,6.31,6.28,4.04,1.0047770700636942,4,0.202,19821.78217821782,6,1
1.02,Ideal,H,SI1,62.5,57.0,4746,6.41,6.46,4.02,0.9922600619195047,5,0.20400000000000001,23264.70588235294,6,5
0.43,Ideal,G,VVS2,61.9,55.0,1056,4.84,4.86,3.0,0.9958847736625513,4,0.08600000000000001,12279.069767441859,3,5
0.23,Ideal,F,VVS2,61.9,57.0,530,3.93,3.96,2.44,0.9924242424242424,3,0.046000000000000006,11521.73913043478,3,5
0.7,Good,E,SI1,63.6,62.0,2386,5.57,5.6,3.55,0.9946428571428573,2,0.13999999999999999,17042.857142857145,6,2
0.3,Very Good,E,VS2,62.8,59.0,658,4.24,4.26,2.67,0.995305164319249,2,0.06,10966.666666666668,5,3
1.06,Ideal,H,VS2,62.5,57.0,5889,6.49,6.47,4.05,1.0030911901081918,5,0.21200000000000002,27778.30188679245,5,5
0.74,Very Good,E,VS1,63.1,58.0,2849,5.75,5.73,3.62,1.0034904013961605,2,0.148,19250.0,4,3
0.31,Ideal,D,VVS2,62.0,56.0,1034,4.35,4.37,2.7,0.9954233409610983,1,0.062,16677.41935483871,3,5
0.51,Premium,G,VS1,62.9,58.0,1781,5.1,5.05,3.19,1.00990099009901,4,0.10200000000000001,17460.78431372549,4,4
1.4,Premium,G,SI1,62.5,58.0,8511,7.12,7.06,4.43,1.0084985835694051,4,0.27999999999999997,30396.428571428576,6,4
0.36,Very Good,G,VS1,60.7,57.1,821,4.57,4.65,2.79,0.9827956989247312,4,0.072,11402.77777777778,4,3
1.51,Good,I,VVS2,63.6,58.0,7255,7.29,7.26,4.63,1.0041322314049588,6,0.30200000000000005,24023.178807947017,3,2
1.1,Ideal,G,VS1,61.3,57.0,7550,6.59,6.66,4.06,0.9894894894894894,4,0.22000000000000003,34318.181818181816,4,5
0.7,Ideal,D,VS1,61.5,57.0,4323,5.68,5.71,3.5,0.9947460595446584,1,0.13999999999999999,30878.57142857143,4,5
0.33,Premium,E,SI1,62.2,59.0,743,4.43,4.41,2.75,1.00453514739229,2,0.066,11257.575757575756,6,4
1.28,Premium,H,VS2,59.4,60.0,5878,7.07,7.03,4.19,1.0056899004267426,5,0.256,22960.9375,5,4
0.5,Premium,E,VS1,62.8,59.0,1775,5.09,5.0,3.17,1.018,2,0.1,17750.0,4,4
0.5,Ideal,E,VS2,62.3,57.0,1676,5.08,5.04,3.15,1.007936507936508,2,0.1,16760.0,5,5
0.78,Premium,J,SI2,60.6,58.0,2022,5.94,5.91,3.59,1.0050761421319798,7,0.15600000000000003,12961.53846153846,7,4
0.4,Ideal,F,VVS2,61.7,56.0,1163,4.74,4.72,2.92,1.0042372881355932,3,0.08000000000000002,14537.499999999996,3,5
0.23,Very Good,F,VS1,62.1,58.0,373,3.91,3.95,2.44,0.9898734177215189,3,0.046000000000000006,8108.695652173912,4,3
0.74,Ideal,G,VVS2,61.7,55.0,3922,5.8,5.83,3.59,0.9948542024013721,4,0.148,26500.0,3,5
0.37,Ideal,E,VVS1,61.5,56.0,1103,4.59,4.64,2.84,0.9892241379310345,2,0.074,14905.405405405407,2,5
0.79,Very Good,E,SI1,63.3,56.3,3138,5.85,5.88,3.71,0.9948979591836734,2,0.15800000000000003,19860.75949367088,6,3
0.31,Ideal,G,VVS2,60.0,58.0,661,4.38,4.42,2.64,0.9909502262443439,4,0.062,10661.290322580646,3,5
0.37,Ideal,G,IF,62.1,55.0,1056,4.6,4.64,2.87,0.9913793103448276,4,0.074,14270.270270270272,1,5
0.24,Ideal,E,VVS2,61.4,57.0,678,4.0,4.04,2.47,0.9900990099009901,2,0.048,14125.0,3,5
0.81,Premium,F,SI1,60.3,59.0,3097,5.98,6.05,3.63,0.9884297520661158,3,0.16200000000000003,19117.28395061728,6,4
0.4,Ideal,G,VS1,62.8,56.0,1125,4.7,4.67,2.94,1.006423982869379,4,0.08000000000000002,14062.499999999996,4,5
1.13,Ideal,G,VS2,61.6,57.0,7159,6.68,6.7,4.12,0.9970149253731343,4,0.22599999999999998,31676.99115044248,5,5
0.93,Good,F,SI2,63.4,54.0,3896,6.19,6.24,3.94,0.9919871794871795,3,0.18600000000000003,20946.236559139783,7,2
0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52,1.0087412587412588,2,0.142,19838.028169014087,6,5
1.24,Premium,H,VS1,61.2,59.0,7493,6.94,6.91,4.24,1.0043415340086832,5,0.248,30213.709677419356,4,4
1.41,Very Good,H,SI1,62.9,57.0,7956,7.04,7.08,4.44,0.9943502824858756,5,0.282,28212.765957446813,6,3
1.5,Ideal,H,SI1,62.0,55.0,11189,7.34,7.29,4.54,1.0068587105624143,5,0.30000000000000004,37296.666666666664,6,5
0.31,Premium,H,IF,61.0,58.0,1046,4.38,4.34,2.66,1.0092165898617511,5,0.062,16870.967741935485,1,4
0.4,Very Good,F,IF,62.9,55.0,1261,4.68,4.7,2.95,0.9957446808510637,3,0.08000000000000002,15762.499999999996,1,3
1.01,Ideal,G,VS2,60.9,57.0,6663,6.48,6.51,3.95,0.9953917050691246,4,0.202,32985.148514851484,5,5
0.32,Ideal,H,IF,62.0,55.0,814,4.39,4.42,2.73,0.9932126696832578,5,0.064,12718.75,1,5
1.25,Very Good,I,SI2,61.0,60.0,4950,6.93,6.98,4.24,0.992836676217765,6,0.25,19800.0,7,3
0.7,Very Good,F,VS1,62.2,58.0,2889,5.64,5.75,3.54,0.9808695652173912,3,0.13999999999999999,20635.714285714286,4,3
0.39,Good,G,VS2,63.3,57.0,787,4.61,4.65,2.93,0.9913978494623655,4,0.07800000000000001,10089.743589743588,5,2
0.43,Premium,I,SI2,59.8,59.0,726,4.94,4.9,2.94,1.0081632653061225,6,0.08600000000000001,8441.860465116279,7,4
0.71,Ideal,I,VS2,62.0,54.0,2272,5.73,5.77,3.56,0.9930675909878685,6,0.142,16000.000000000002,5,5
1.05,Very Good,G,SI2,63.5,57.0,4427,6.39,6.43,4.07,0.9937791601866252,4,0.21000000000000002,21080.952380952378,7,3
0.4,Ideal,F,VVS2,61.1,57.0,972,4.73,4.8,2.91,0.9854166666666668,3,0.08000000000000002,12149.999999999998,3,5
0.31,Ideal,H,SI1,61.5,55.0,464,4.39,4.42,2.71,0.9932126696832578,5,0.062,7483.870967741936,6,5
0.26,Ideal,G,SI1,62.0,54.0,394,4.08,4.11,2.54,0.9927007299270072,4,0.052000000000000005,7576.923076923076,6,5
0.59,Ideal,G,VS2,61.9,56.0,2057,5.38,5.42,3.34,0.992619926199262,4,0.118,17432.20338983051,5,5
0.91,Ideal,G,SI2,61.0,57.0,4360,6.25,6.28,3.82,0.9952229299363057,4,0.18200000000000002,23956.04395604395,7,5
1.05,Premium,H,VS2,62.3,57.0,5166,6.49,6.45,4.03,1.006201550387597,5,0.21000000000000002,24599.999999999996,5,4
0.4,Ideal,E,SI1,62.4,53.0,694,4.73,4.75,2.96,0.9957894736842107,2,0.08000000000000002,8674.999999999998,6,5
0.74,Ideal,I,VVS1,62.3,55.0,2715,5.77,5.82,3.61,0.9914089347079037,6,0.148,18344.594594594597,2,5
1.22,Very Good,H,SI1,62.4,57.0,6323,6.78,6.82,4.24,0.9941348973607038,5,0.244,25913.93442622951,6,3
1.01,Good,D,SI1,62.9,57.0,4977,6.34,6.37,4.0,0.9952904238618524,1,0.202,24638.613861386137,6,2
1.02,Good,G,VVS2,63.1,59.0,7800,6.38,6.45,4.05,0.9891472868217054,4,0.20400000000000001,38235.294117647056,3,2
0.58,Ideal,E,VS1,60.8,57.0,2359,5.42,5.41,3.29,1.0018484288354899,2,0.11599999999999999,20336.206896551725,4,5
0.39,Premium,G,VS1,61.7,62.0,951,4.69,4.65,2.88,1.0086021505376344,4,0.07800000000000001,12192.30769230769,4,4
0.75,Good,E,SI2,62.3,58.0,2702,5.78,5.81,3.61,0.9948364888123925,2,0.15000000000000002,18013.333333333332,7,2
1.5,Good,I,I1,62.6,63.0,4620,7.19,7.25,4.52,0.9917241379310345,6,0.30000000000000004,15399.999999999998,8,2
0.52,Very Good,F,VS1,63.2,57.0,1748,5.09,5.1,3.22,0.9980392156862745,3,0.10400000000000001,16807.692307692305,4,3
0.31,Ideal,D,VS2,60.4,56.0,734,4.39,4.42,2.66,0.9932126696832578,1,0.062,11838.709677419354,5,5
0.23,Very Good,H,VS1,61.0,57.0,353,3.94,3.96,2.41,0.9949494949494949,5,0.046000000000000006,7673.91304347826,4,3
0.51,Ideal,E,VS2,62.5,55.0,1656,5.08,5.13,3.19,0.9902534113060429,2,0.10200000000000001,16235.294117647058,5,5
0.53,Ideal,F,VVS1,61.6,56.0,2922,5.24,5.18,3.21,1.0115830115830118,3,0.10600000000000001,27566.037735849055,2,5
0.9,Premium,G,SI1,62.7,59.0,3774,6.14,6.1,3.84,1.0065573770491802,4,0.18000000000000002,20966.666666666664,6,4
1.47,Very Good,G,VS2,62.7,56.0,11060,7.15,7.18,4.49,0.9958217270194987,4,0.294,37619.04761904762,5,3
0.9,Premium,F,SI1,59.9,59.0,4232,6.26,6.29,3.76,0.9952305246422893,3,0.18000000000000002,23511.11111111111,6,4
0.56,Ideal,D,VS2,61.6,56.0,2066,5.31,5.27,3.26,1.0075901328273245,1,0.11200000000000002,18446.42857142857,5,5
0.42,Ideal,G,IF,62.0,57.0,1251,4.8,4.82,2.98,0.9958506224066389,4,0.084,14892.857142857141,1,5
1.11,Ideal,E,SI2,61.2,55.0,5262,6.68,6.72,4.1,0.9940476190476191,2,0.22200000000000003,23702.7027027027,7,5
0.5,Premium,F,SI2,59.9,60.0,1125,5.22,5.16,3.11,1.0116279069767442,3,0.1,11250.0,7,4
0.26,Ideal,D,VVS2,61.4,55.0,777,4.1,4.17,2.54,0.9832134292565946,1,0.052000000000000005,14942.307692307691,3,5
1.01,Premium,F,VS1,62.5,58.0,7602,6.42,6.37,4.0,1.0078492935635792,3,0.202,37633.66336633663,4,4
0.55,Ideal,G,IF,61.1,57.0,2383,5.26,5.31,3.23,0.9905838041431262,4,0.11000000000000001,21663.63636363636,1,5
1.21,Very Good,G,VS2,63.1,58.0,7416,6.77,6.71,4.25,1.0089418777943369,4,0.242,30644.628099173555,5,3
0.83,Ideal,E,SI2,62.2,57.0,2870,6.0,6.05,3.75,0.9917355371900827,2,0.166,17289.156626506025,7,5
0.51,Ideal,H,VVS2,60.1,57.0,1611,5.19,5.22,3.12,0.9942528735632186,5,0.10200000000000001,15794.117647058822,3,5
0.3,Ideal,G,VS1,62.5,57.0,605,4.29,4.32,2.69,0.9930555555555555,4,0.06,10083.333333333334,4,5
0.58,Ideal,I,SI1,62.2,54.0,1132,5.35,5.39,3.34,0.9925788497217068,6,0.11599999999999999,9758.620689655174,6,5
1.28,Premium,H,SI2,62.5,62.0,5161,6.89,6.84,4.3,1.0073099415204678,5,0.256,20160.15625,7,4
0.33,Ideal,D,VS2,62.3,56.0,781,4.43,4.46,2.77,0.9932735426008968,1,0.066,11833.333333333332,5,5
0.33,Premium,E,SI1,60.9,58.0,579,4.46,4.5,2.73,0.991111111111111,2,0.066,8772.727272727272,6,4
1.01,Ideal,I,SI1,62.2,56.0,4316,6.35,6.42,3.97,0.9890965732087227,6,0.202,21366.336633663366,6,5
0.52,Premium,E,VS1,61.6,58.0,1668,5.14,5.18,3.18,0.9922779922779923,2,0.10400000000000001,16038.461538461537,4,4
0.4,Premium,D,VS1,59.2,59.0,1200,4.81,4.79,2.84,1.0041753653444676,1,0.08000000000000002,14999.999999999996,4,4
0.35,Ideal,E,VS1,61.9,56.0,829,4.51,4.53,2.8,0.9955849889624723,2,0.06999999999999999,11842.857142857145,4,5
0.76,Ideal,I,VVS1,62.2,55.0,2753,5.89,5.87,3.66,1.0034071550255537,6,0.15200000000000002,18111.842105263157,2,5
1.5,Good,F,SI2,61.2,63.0,9028,7.33,7.41,4.51,0.9892037786774629,3,0.30000000000000004,30093.33333333333,7,2
1.02,Premium,H,VS2,60.4,59.0,5008,6.52,6.55,3.95,0.9954198473282443,5,0.20400000000000001,24549.019607843136,5,4
0.31,Ideal,D,VS2,62.5,56.0,942,4.32,4.29,2.69,1.006993006993007,1,0.062,15193.548387096775,5,5
0.5,Ideal,G,VVS2,62.3,56.0,1935,5.09,5.05,3.16,1.007920792079208,4,0.1,19350.0,3,5
0.23,Premium,E,VVS1,61.3,60.0,680,4.01,3.95,2.44,1.0151898734177214,2,0.046000000000000006,14782.608695652172,2,4
0.7,Very Good,I,SI2,61.8,58.0,1977,5.65,5.71,3.51,0.989492119089317,6,0.13999999999999999,14121.428571428572,7,3
0.37,Premium,D,VS1,60.2,60.0,803,4.63,4.68,2.8,0.9893162393162394,1,0.074,10851.351351351352,4,4
0.54,Very Good,F,VVS2,60.2,59.0,2198,5.27,5.3,3.18,0.9943396226415094,3,0.10800000000000001,20351.85185185185,3,3
1.64,Premium,H,SI1,59.2,58.0,10874,7.76,7.68,4.57,1.0104166666666667,5,0.328,33152.439024390245,6,4
0.9,Very Good,H,SI1,63.2,59.0,3388,6.08,6.14,3.86,0.9902280130293161,5,0.18000000000000002,18822.22222222222,6,3
0.43,Ideal,H,VVS1,61.5,56.0,1298,4.86,4.89,3.0,0.9938650306748468,5,0.08600000000000001,15093.023255813952,2,5
0.74,Very Good,J,VS2,62.3,55.0,1978,5.79,5.83,3.62,0.9931389365351629,7,0.148,13364.864864864865,5,3
1.06,Very Good,G,VS1,63.1,57.0,6663,6.42,6.49,4.07,0.9892141756548536,4,0.21200000000000002,31429.245283018863,4,3
0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76,1.0048154093097912,5,0.17800000000000002,15814.606741573032,7,4
0.84,Premium,E,VS2,62.4,60.0,3591,5.98,6.04,3.75,0.990066225165563,2,0.168,21375.0,5,4
0.3,Premium,I,VS1,61.7,59.0,473,4.26,4.3,2.64,0.9906976744186047,6,0.06,7883.333333333334,4,4
0.64,Premium,D,SI1,62.3,58.0,2074,5.53,5.49,3.43,1.0072859744990892,1,0.128,16203.125,6,4
0.32,Premium,D,SI1,61.4,58.0,589,4.38,4.42,2.7,0.9909502262443439,1,0.064,9203.125,6,4
0.81,Ideal,E,VS2,62.0,57.0,4314,5.96,5.98,3.7,0.9966555183946487,2,0.16200000000000003,26629.629629629624,5,5
0.38,Premium,I,VS2,60.2,58.0,812,4.75,4.69,2.84,1.0127931769722813,6,0.07600000000000001,10684.210526315788,5,4
0.5,Premium,G,I1,62.2,59.0,1020,5.07,5.03,3.14,1.0079522862823063,4,0.1,10200.0,8,4
0.82,Ideal,I,SI1,61.8,55.0,2959,6.0,6.03,3.72,0.9950248756218905,6,0.164,18042.682926829268,6,5
0.3,Good,D,VS2,63.1,58.0,568,4.26,4.3,2.7,0.9906976744186047,1,0.06,9466.666666666668,5,2
0.7,Very Good,D,SI1,62.9,63.0,2475,5.64,5.59,3.53,1.0089445438282647,1,0.13999999999999999,17678.57142857143,6,3
0.77,Very Good,F,VVS2,60.6,60.0,3917,5.89,5.92,3.58,0.9949324324324323,3,0.15400000000000003,25435.06493506493,3,3
0.34,Premium,G,SI1,60.8,59.0,650,4.56,4.46,2.74,1.022421524663677,4,0.068,9558.823529411764,6,4
0.81,Premium,J,VS2,60.6,60.0,2129,6.04,6.0,3.65,1.0066666666666666,7,0.16200000000000003,13141.975308641973,5,4
1.02,Very Good,E,VS2,60.3,60.0,6103,6.58,6.48,3.94,1.015432098765432,2,0.20400000000000001,29916.666666666664,5,3
0.74,Premium,F,SI1,61.4,59.0,2648,5.81,5.82,3.57,0.9982817869415807,3,0.148,17891.891891891893,6,4
0.53,Ideal,D,VS2,61.5,56.0,1857,5.17,5.23,3.2,0.9885277246653918,1,0.10600000000000001,17518.8679245283,5,5
0.73,Ideal,D,VS2,62.7,53.0,3412,5.76,5.79,3.62,0.9948186528497409,1,0.146,23369.863013698632,5,5
0.31,Ideal,H,VS1,61.1,57.0,544,4.35,4.39,2.67,0.9908883826879271,5,0.062,8774.193548387097,4,5
1.11,Ideal,G,VS2,61.6,56.0,8400,6.62,6.65,4.09,0.9954887218045112,4,0.22200000000000003,37837.83783783783,5,5
0.91,Premium,G,SI1,62.6,58.0,4045,6.14,6.17,3.85,0.9951377633711507,4,0.18200000000000002,22225.27472527472,6,4
0.9,Ideal,G,SI2,62.4,56.0,3500,6.14,6.19,3.85,0.9919224555735056,4,0.18000000000000002,19444.44444444444,7,5
0.53,Premium,G,VS1,62.4,58.0,1721,5.16,5.2,3.23,0.9923076923076923,4,0.10600000000000001,16235.849056603773,4,4
